Strain	Condition	u_strain	row	col	control	Trait	Value	conc
ECA590	C15ISO100	ECA590_C15ISO100_11_G_10_1 µmol	G	10	EtOH	mean.norm.EXT	1.96090634078994	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_11_1 µmol	G	11	EtOH	mean.norm.EXT	1.97864660609275	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_2_1 µmol	G	2	EtOH	mean.norm.EXT	2.01350967804761	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_3_1 µmol	G	3	EtOH	mean.norm.EXT	2.03609065293768	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_4_1 µmol	G	4	EtOH	mean.norm.EXT	2.01012579856492	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_5_1 µmol	G	5	EtOH	mean.norm.EXT	2.13313490710242	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_6_1 µmol	G	6	EtOH	mean.norm.EXT	2.02155416146225	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_7_1 µmol	G	7	EtOH	mean.norm.EXT	1.9013631535324	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_8_1 µmol	G	8	EtOH	mean.norm.EXT	1.97465757482781	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_9_1 µmol	G	9	EtOH	mean.norm.EXT	1.9727430347151	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_1_1 µmol	H	1	EtOH	mean.norm.EXT	1.96628309060992	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_10_1 µmol	H	10	EtOH	mean.norm.EXT	2.13046097979304	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_11_1 µmol	H	11	EtOH	mean.norm.EXT	2.21363575926471	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_2_1 µmol	H	2	EtOH	mean.norm.EXT	2.02121451918502	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_3_1 µmol	H	3	EtOH	mean.norm.EXT	1.92962104916475	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_4_1 µmol	H	4	EtOH	mean.norm.EXT	1.89659680912435	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_5_1 µmol	H	5	EtOH	mean.norm.EXT	1.82835485582456	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_6_1 µmol	H	6	EtOH	mean.norm.EXT	1.92178729718219	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_7_1 µmol	H	7	EtOH	mean.norm.EXT	1.94923629423517	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_8_1 µmol	H	8	EtOH	mean.norm.EXT	1.98500220103303	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_H_9_1 µmol	H	9	EtOH	mean.norm.EXT	2.00105124161903	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_1_1 µmol	A	1	EtOH	mean.norm.EXT	1.57167116879883	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_10_1 µmol	A	10	EtOH	mean.norm.EXT	1.67930474019696	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_11_1 µmol	A	11	EtOH	mean.norm.EXT	1.54508573586007	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_2_1 µmol	A	2	EtOH	mean.norm.EXT	1.57029690753726	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_3_1 µmol	A	3	EtOH	mean.norm.EXT	1.61267762550551	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_4_1 µmol	A	4	EtOH	mean.norm.EXT	1.53924229262962	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_5_1 µmol	A	5	EtOH	mean.norm.EXT	1.51798640418862	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_6_1 µmol	A	6	EtOH	mean.norm.EXT	1.70416752453025	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_7_1 µmol	A	7	EtOH	mean.norm.EXT	1.70533566590415	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_8_1 µmol	A	8	EtOH	mean.norm.EXT	1.65656113370202	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_A_9_1 µmol	A	9	EtOH	mean.norm.EXT	1.70545410997848	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_1_1 µmol	B	1	EtOH	mean.norm.EXT	1.53706217138751	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_10_1 µmol	B	10	EtOH	mean.norm.EXT	1.77026884266253	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_11_1 µmol	B	11	EtOH	mean.norm.EXT	1.63006805522981	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_2_1 µmol	B	2	EtOH	mean.norm.EXT	1.5735758891121	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_3_1 µmol	B	3	EtOH	mean.norm.EXT	1.65418506644069	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_4_1 µmol	B	4	EtOH	mean.norm.EXT	1.53904162208801	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_5_1 µmol	B	5	EtOH	mean.norm.EXT	1.72821099555101	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_6_1 µmol	B	6	EtOH	mean.norm.EXT	1.64998202780161	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_7_1 µmol	B	7	EtOH	mean.norm.EXT	1.61340635801721	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_8_1 µmol	B	8	EtOH	mean.norm.EXT	1.66368585124309	1 µmol
N2	ArsenicC15ISO100	N2_ArsenicC15ISO100_12_B_9_1 µmol	B	9	EtOH	mean.norm.EXT	1.72538225510715	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_1_1 µmol	C	1	EtOH	mean.norm.EXT	1.68636004198612	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_10_1 µmol	C	10	EtOH	mean.norm.EXT	1.62246628183062	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_11_1 µmol	C	11	EtOH	mean.norm.EXT	1.68649180205167	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_2_1 µmol	C	2	EtOH	mean.norm.EXT	1.47834672371568	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_3_1 µmol	C	3	EtOH	mean.norm.EXT	1.61814037885393	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_4_1 µmol	C	4	EtOH	mean.norm.EXT	1.71887436733775	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_5_1 µmol	C	5	EtOH	mean.norm.EXT	1.64848101700472	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_6_1 µmol	C	6	EtOH	mean.norm.EXT	1.74322714871656	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_7_1 µmol	C	7	EtOH	mean.norm.EXT	1.57012359797435	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_8_1 µmol	C	8	EtOH	mean.norm.EXT	1.71629129674442	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_C_9_1 µmol	C	9	EtOH	mean.norm.EXT	1.87383926248356	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_1_1 µmol	D	1	EtOH	mean.norm.EXT	1.80973071152143	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_10_1 µmol	D	10	EtOH	mean.norm.EXT	1.62467588752443	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_11_1 µmol	D	11	EtOH	mean.norm.EXT	1.66932333277744	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_2_1 µmol	D	2	EtOH	mean.norm.EXT	1.63198560584946	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_3_1 µmol	D	3	EtOH	mean.norm.EXT	1.69111439309011	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_4_1 µmol	D	4	EtOH	mean.norm.EXT	1.5012471230669	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_5_1 µmol	D	5	EtOH	mean.norm.EXT	1.67462646068239	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_6_1 µmol	D	6	EtOH	mean.norm.EXT	1.7177423129217	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_7_1 µmol	D	7	EtOH	mean.norm.EXT	1.61776060591815	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_8_1 µmol	D	8	EtOH	mean.norm.EXT	1.75982154237976	1 µmol
CB4856	ArsenicC15ISO100	CB4856_ArsenicC15ISO100_12_D_9_1 µmol	D	9	EtOH	mean.norm.EXT	1.69155749013165	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_10_1 µmol	E	10	EtOH	mean.norm.EXT	1.459479906709	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_11_1 µmol	E	11	EtOH	mean.norm.EXT	1.68878076210853	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_2_1 µmol	E	2	EtOH	mean.norm.EXT	1.66406689357642	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_3_1 µmol	E	3	EtOH	mean.norm.EXT	1.77249716215766	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_4_1 µmol	E	4	EtOH	mean.norm.EXT	1.61822577462266	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_5_1 µmol	E	5	EtOH	mean.norm.EXT	1.69601279599142	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_6_1 µmol	E	6	EtOH	mean.norm.EXT	1.6721857720542	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_7_1 µmol	E	7	EtOH	mean.norm.EXT	1.75470684793142	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_8_1 µmol	E	8	EtOH	mean.norm.EXT	1.74370927395012	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_E_9_1 µmol	E	9	EtOH	mean.norm.EXT	1.74438810302736	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_1_1 µmol	F	1	EtOH	mean.norm.EXT	1.6942759931176	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_10_1 µmol	F	10	EtOH	mean.norm.EXT	1.6716471169608	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_11_1 µmol	F	11	EtOH	mean.norm.EXT	1.63327215027543	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_2_1 µmol	F	2	EtOH	mean.norm.EXT	1.64872867396027	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_3_1 µmol	F	3	EtOH	mean.norm.EXT	1.77523331739146	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_4_1 µmol	F	4	EtOH	mean.norm.EXT	1.66837004221725	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_5_1 µmol	F	5	EtOH	mean.norm.EXT	1.72555340363899	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_6_1 µmol	F	6	EtOH	mean.norm.EXT	1.83260658747361	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_7_1 µmol	F	7	EtOH	mean.norm.EXT	1.71529589550738	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_8_1 µmol	F	8	EtOH	mean.norm.EXT	1.6886214451897	1 µmol
ECA581	ArsenicC15ISO100	ECA581_ArsenicC15ISO100_12_F_9_1 µmol	F	9	EtOH	mean.norm.EXT	1.65823930970423	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_1_1 µmol	G	1	EtOH	mean.norm.EXT	1.33389400884393	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_10_1 µmol	G	10	EtOH	mean.norm.EXT	1.52806478830838	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_11_1 µmol	G	11	EtOH	mean.norm.EXT	1.56052527073442	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_2_1 µmol	G	2	EtOH	mean.norm.EXT	1.43202300688114	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_3_1 µmol	G	3	EtOH	mean.norm.EXT	1.47303944184325	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_4_1 µmol	G	4	EtOH	mean.norm.EXT	1.41440108018546	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_5_1 µmol	G	5	EtOH	mean.norm.EXT	1.61303828658961	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_6_1 µmol	G	6	EtOH	mean.norm.EXT	1.49056799885445	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_7_1 µmol	G	7	EtOH	mean.norm.EXT	1.48043037704326	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_8_1 µmol	G	8	EtOH	mean.norm.EXT	1.39693277902822	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_G_9_1 µmol	G	9	EtOH	mean.norm.EXT	1.44081726835323	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_1_1 µmol	H	1	EtOH	mean.norm.EXT	1.2629408737788	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_10_1 µmol	H	10	EtOH	mean.norm.EXT	1.39171002333921	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_11_1 µmol	H	11	EtOH	mean.norm.EXT	1.40195352853976	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_2_1 µmol	H	2	EtOH	mean.norm.EXT	1.42762237225232	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_3_1 µmol	H	3	EtOH	mean.norm.EXT	1.44877679135713	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_4_1 µmol	H	4	EtOH	mean.norm.EXT	1.40052894497215	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_5_1 µmol	H	5	EtOH	mean.norm.EXT	1.42948696144951	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_6_1 µmol	H	6	EtOH	mean.norm.EXT	1.39909659450809	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_7_1 µmol	H	7	EtOH	mean.norm.EXT	1.67028724218585	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_8_1 µmol	H	8	EtOH	mean.norm.EXT	1.4160580273428	1 µmol
ECA590	ArsenicC15ISO100	ECA590_ArsenicC15ISO100_12_H_9_1 µmol	H	9	EtOH	mean.norm.EXT	1.38249025352586	1 µmol
N2	C15ISO12	N2_C15ISO12_15_A_1_.12 µmol	A	1	EtOH	mean.norm.EXT	2.00850137154712	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_10_.12 µmol	A	10	EtOH	mean.norm.EXT	2.10107212241217	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_11_.12 µmol	A	11	EtOH	mean.norm.EXT	2.06496504491627	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_2_.12 µmol	A	2	EtOH	mean.norm.EXT	1.92306843620697	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_3_.12 µmol	A	3	EtOH	mean.norm.EXT	1.96806725819096	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_4_.12 µmol	A	4	EtOH	mean.norm.EXT	1.97207362159208	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_5_.12 µmol	A	5	EtOH	mean.norm.EXT	2.06306307927501	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_6_.12 µmol	A	6	EtOH	mean.norm.EXT	2.04104067583446	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_7_.12 µmol	A	7	EtOH	mean.norm.EXT	1.88894944057851	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_8_.12 µmol	A	8	EtOH	mean.norm.EXT	1.92789658412933	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_A_9_.12 µmol	A	9	EtOH	mean.norm.EXT	1.86823337448637	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_1_.12 µmol	B	1	EtOH	mean.norm.EXT	1.916013944914	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_10_.12 µmol	B	10	EtOH	mean.norm.EXT	1.94455941223888	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_11_.12 µmol	B	11	EtOH	mean.norm.EXT	2.06880587830828	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_3_.12 µmol	B	3	EtOH	mean.norm.EXT	2.07235135802814	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_4_.12 µmol	B	4	EtOH	mean.norm.EXT	1.97595870109282	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_5_.12 µmol	B	5	EtOH	mean.norm.EXT	2.06106050960393	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_6_.12 µmol	B	6	EtOH	mean.norm.EXT	1.95971264563406	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_7_.12 µmol	B	7	EtOH	mean.norm.EXT	1.9249574290778	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_8_.12 µmol	B	8	EtOH	mean.norm.EXT	1.95743401678198	.12 µmol
N2	C15ISO12	N2_C15ISO12_15_B_9_.12 µmol	B	9	EtOH	mean.norm.EXT	1.97136199951104	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_1_.12 µmol	C	1	EtOH	mean.norm.EXT	1.82756599492361	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_10_.12 µmol	C	10	EtOH	mean.norm.EXT	1.92962628198041	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_11_.12 µmol	C	11	EtOH	mean.norm.EXT	1.98979269249769	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_2_.12 µmol	C	2	EtOH	mean.norm.EXT	1.9891810520665	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_3_.12 µmol	C	3	EtOH	mean.norm.EXT	2.00305908586595	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_4_.12 µmol	C	4	EtOH	mean.norm.EXT	2.09946427352044	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_5_.12 µmol	C	5	EtOH	mean.norm.EXT	2.02989827261588	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_6_.12 µmol	C	6	EtOH	mean.norm.EXT	2.19881855998868	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_7_.12 µmol	C	7	EtOH	mean.norm.EXT	2.02330804967207	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_8_.12 µmol	C	8	EtOH	mean.norm.EXT	1.91255400343298	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_C_9_.12 µmol	C	9	EtOH	mean.norm.EXT	2.02572418567977	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_1_.12 µmol	D	1	EtOH	mean.norm.EXT	2.08931817095081	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_10_.12 µmol	D	10	EtOH	mean.norm.EXT	2.00723571398309	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_11_.12 µmol	D	11	EtOH	mean.norm.EXT	2.03423123362694	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_2_.12 µmol	D	2	EtOH	mean.norm.EXT	2.109134892789	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_3_.12 µmol	D	3	EtOH	mean.norm.EXT	2.19335014029692	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_4_.12 µmol	D	4	EtOH	mean.norm.EXT	1.99883402871745	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_5_.12 µmol	D	5	EtOH	mean.norm.EXT	1.98438951110184	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_6_.12 µmol	D	6	EtOH	mean.norm.EXT	2.0204302459081	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_7_.12 µmol	D	7	EtOH	mean.norm.EXT	1.98468521238407	.12 µmol
CB4856	C15ISO12	CB4856_C15ISO12_15_D_8_.12 µmol	D	8	EtOH	mean.norm.EXT	1.98878264293143	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_1_.12 µmol	E	1	EtOH	mean.norm.EXT	1.95592467814205	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_10_.12 µmol	E	10	EtOH	mean.norm.EXT	1.86206026961129	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_11_.12 µmol	E	11	EtOH	mean.norm.EXT	1.91567736300725	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_2_.12 µmol	E	2	EtOH	mean.norm.EXT	2.0108370999794	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_3_.12 µmol	E	3	EtOH	mean.norm.EXT	2.0494168565432	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_4_.12 µmol	E	4	EtOH	mean.norm.EXT	2.01065542453725	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_5_.12 µmol	E	5	EtOH	mean.norm.EXT	2.03836890091935	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_6_.12 µmol	E	6	EtOH	mean.norm.EXT	1.77811826527168	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_7_.12 µmol	E	7	EtOH	mean.norm.EXT	1.93232710134783	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_8_.12 µmol	E	8	EtOH	mean.norm.EXT	1.92457278519116	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_E_9_.12 µmol	E	9	EtOH	mean.norm.EXT	1.90573340867186	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_1_.12 µmol	F	1	EtOH	mean.norm.EXT	1.85335963975611	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_10_.12 µmol	F	10	EtOH	mean.norm.EXT	1.97226746478686	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_11_.12 µmol	F	11	EtOH	mean.norm.EXT	1.909819848844	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_2_.12 µmol	F	2	EtOH	mean.norm.EXT	1.885051597917	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_3_.12 µmol	F	3	EtOH	mean.norm.EXT	1.91696656079971	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_4_.12 µmol	F	4	EtOH	mean.norm.EXT	1.84998568699757	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_5_.12 µmol	F	5	EtOH	mean.norm.EXT	1.95510661910261	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_6_.12 µmol	F	6	EtOH	mean.norm.EXT	1.84018462974418	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_7_.12 µmol	F	7	EtOH	mean.norm.EXT	1.93908472272178	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_8_.12 µmol	F	8	EtOH	mean.norm.EXT	2.00793842922697	.12 µmol
ECA581	C15ISO12	ECA581_C15ISO12_15_F_9_.12 µmol	F	9	EtOH	mean.norm.EXT	1.91341309333647	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_1_.12 µmol	G	1	EtOH	mean.norm.EXT	1.96721664728405	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_10_.12 µmol	G	10	EtOH	mean.norm.EXT	2.05941120925729	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_11_.12 µmol	G	11	EtOH	mean.norm.EXT	2.09933521880152	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_3_.12 µmol	G	3	EtOH	mean.norm.EXT	2.09725423503774	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_4_.12 µmol	G	4	EtOH	mean.norm.EXT	1.99430516702875	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_5_.12 µmol	G	5	EtOH	mean.norm.EXT	2.05093481934102	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_6_.12 µmol	G	6	EtOH	mean.norm.EXT	1.9663144325182	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_7_.12 µmol	G	7	EtOH	mean.norm.EXT	2.16986909124361	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_8_.12 µmol	G	8	EtOH	mean.norm.EXT	1.93254107710994	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_G_9_.12 µmol	G	9	EtOH	mean.norm.EXT	2.02098470014563	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_1_.12 µmol	H	1	EtOH	mean.norm.EXT	2.0667737205749	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_10_.12 µmol	H	10	EtOH	mean.norm.EXT	1.97255907234852	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_11_.12 µmol	H	11	EtOH	mean.norm.EXT	1.88058089041033	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_3_.12 µmol	H	3	EtOH	mean.norm.EXT	2.02618326450226	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_4_.12 µmol	H	4	EtOH	mean.norm.EXT	2.1497179796168	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_5_.12 µmol	H	5	EtOH	mean.norm.EXT	2.02611654767079	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_6_.12 µmol	H	6	EtOH	mean.norm.EXT	1.87753349089821	.12 µmol
ECA590	C15ISO12	ECA590_C15ISO12_15_H_7_.12 µmol	H	7	EtOH	mean.norm.EXT	2.06790262518099	.12 µmol
